reviewId,competitor,rating,publishedDate,text,relevance,user_type,user_type_confidence,complaint_themes,severity,manual_relevance,manual_user_type,primary_complaint_theme,secondary_complaint_theme,manual_complaint_themes,manual_severity,theme_rationale,severity_rationale,manual_notes,annotation_method,annotation_status,annotation_confidence
69fde7a3b3ed8e4e7ce4e831,Yell,1,2026-05-08 15:39:47+00:00,"I tried reporting a major security failure on my Yell-managed Wix site. Despite multiple urgent requests, a chat and a phone call to support (ref: Aqeel), Yell has failed to act, or at least acknowledge my issues.
An unauthorized ex-staff member is still receiving confidential customer data via site automations, on which I have zero control or authorization!
As a business owner in London, I find this lack of accountability regarding UK GDPR compliance unacceptable.
Yell’s refusal to revoke this access or grant me the administrative rights to secure my own business data is a serious liability. 
I am now preparing a formal report for the ICO, and try to  get attention and perhaps an intervention from a senior manager to stop this breach. 
Stay away from this company!!",Relevant,Service Provider / Business,High,Privacy / unwanted contact,Medium,Relevant,Service Provider / Business,Privacy / unwanted contact,Customer support,Privacy / unwanted contact | Customer support,Medium,Primary: Privacy / unwanted contact; Secondary: Customer support,"Meaningful service, financial, trust, support, or account failure",Business reports unauthorized ex-staff access to confidential customer data and Yell failure to act on GDPR/security issue.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a4c0074417c42c2e974b880,Checkatrade,1,2026-07-06 21:22:28+00:00,"Initially I had a builder from Checkatrade. Things were going fine. Until a week before work was supposed to have started he cancelled the whole job.
The experience with other builders on this site has been disappointing. From not getting back to me with a quote- to deciding when they should come round to see the job. They forget who the client is. Very disappointed ☹️ ",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Primary: Provider quality / no-show,"Meaningful service, financial, trust, support, or account failure",Builder cancelled before start and other builders failed to quote/follow customer scheduling needs.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
68e5c359fabc2894704de312,Yelp,2,2025-10-08 03:50:17+00:00,"I went to Fred Meyer Jewelers on Market Street Salem Or. Tried to by a watch. Their card system failed to complete the sale. But my bank paid them. Told me would be fixed on Monday. They didn't bother to try. Told me to come back Tuesday.I told them i was mad as this was well out of my way. Tuesday they threw me out of store said talk to corporate. Corporate said couldn't help me without transaction number store wouldn't give me. Told to go back to Store, went to store was told it was all taken care off money should be in my account. Three more calls to corp. and one more visit to store and a call to main Corp number, and I still don't have my lousy 39.95 back. Also Bought the same watch at Wal -Mart for ten dollars less.",Exclude,Customer,Medium,Provider quality,Medium,Exclude,Not applicable,Not applicable,,Not applicable,Not applicable,Primary: Not applicable,Excluded/off-topic review,"Review is solely about Fred Meyer Jewelers, not Yelp.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
691de4f703858c838b00d318,Yell,1,2025-11-19 17:40:39+00:00,"they sell you an amazing story of how you will grow and make lots of money and i fell for it like an idiot!! 
£359 a month for practicly nothing! i paid for 3 months and then cancelled my direct debit , now they want me to sit in front of a computer so they can tell me. 
 more lies on a screen. 
This awfull company has pushed me over the edge and left me with so much stress and pushed my mental state over the limit! with what they have done

they did get in contact with me only to tell me i needed to pay 80% of the contract for it all to end ... yep like thats going to happen lol . 
send me the court date and i will make sure i am ther thanks 

Thanks for the useless reply yell.com. Your customer service is awful and the contract you suckered me into has more holes than a t-bag so look forward to the court date thanks. 

i could go on but simply dont have the time and now have to try and recover my losses in a cost of living crisis when i was already struggling to get by.
thanks yell for making my life much harder and i will see you in the small claims court for mis sold advertising and compensation",Relevant,Service Provider / Business,High,Billing / refunds | Customer support | Misleading claims / transparency,Medium,Relevant,Service Provider / Business,Misleading claims / transparency,Billing / refunds,Misleading claims / transparency | Billing / refunds,High,Primary: Misleading claims / transparency; Secondary: Billing / refunds,"Serious safety, legal, debt-collection, or account-security impact","Business alleges mis-sold advertising, heavy losses, 80% contract exit demand and poor support, with threatened court action.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a5506660468ebb3be469520,Yelp,1,2026-07-13 17:38:14+00:00,Yelp is the worst company that I have EVER had the displeasure in working with.  I feel like I got scammed by the company. ,Review,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Misleading claims / transparency,,Misleading claims / transparency,Medium,Primary: Misleading claims / transparency,"Meaningful service, financial, trust, support, or account failure","Reviewer describes working with Yelp and feeling scammed by the company; business relationship is the most plausible context, but details are sparse.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a71da2bb214755d1f40472e,Yell,1,2026-08-04 14:25:15+00:00,"I joined Yell on 8 July expecting professional marketing support for my business, viaUNO Cars.

Before signing up, I clearly explained to the salesperson, Devan Appalsamy, that I already had a professionally built website and did not want or need another one. Despite this, I later discovered I had been enrolled on a website package.

Since joining, I have made multiple attempts to contact Yell—roughly every couple of days—requesting to speak with Devan Appalsamy and later my account manager, Niall Reynolds, to resolve the issue and discuss leaving the contract. Despite repeatedly requesting a callback, neither of them, nor anyone else at Yell, contacted me.

Today is 4 August, almost a month since I signed up, and I am still waiting for meaningful communication about my concerns, the services I have paid for, my request to cancel the agreement, and a refund.

As a business owner, I find the lack of communication completely unacceptable. My experience has been that once the agreement was signed, the level of support I expected simply wasn’t there. I have spent weeks chasing updates instead of receiving them.

I can only comment on my own experience, and unfortunately it has been extremely disappointing. I hope Yell improves its customer service, onboarding process and communication with new clients so that other businesses do not have the same experience I have had. I will keep my review until my canceling and refunding situation is resolved! AVOID!!!!",Relevant,Service Provider / Business,High,Billing / refunds,Medium,Relevant,Service Provider / Business,Misleading claims / transparency,Billing / refunds,Misleading claims / transparency | Billing / refunds,Medium,Primary: Misleading claims / transparency; Secondary: Billing / refunds,"Meaningful service, financial, trust, support, or account failure","Business says it was enrolled in unwanted website package, could not get callbacks/cancel and is seeking refund.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a67e3a5813363a32a0b4ce2,Yelp,1,2026-07-28 01:03:01+00:00,They hung up on me after they removed my review for a company I utilized and spent time writing a review for . ,Relevant,Customer,High,Review trust,Medium,Relevant,Customer,Review trust / moderation,,Review trust / moderation,Medium,Primary: Review trust / moderation,"Meaningful service, financial, trust, support, or account failure",Yelp removed a review and then hung up when reviewer sought help.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a22d207f141eed63383883e,Checkatrade,1,2026-06-05 15:41:27+00:00,I had a problem with an electrician I got through checkatrade he left holes round his new sockets which he told me to fill after charging£285.00 to replace  three sockets and put up a new light fitting for me it’s cost me more to rectify his mistakes I had to get a plaster in from trust a trader. Who did an excellant job. Checkatrade has asked me about ten times how much I want refunded I have told them half of what I paid. They ask the same question over and over again. So I definitely will not be going through them for a trades man again they should take a leaf out off trust a trader. So please be careful who you hire. ,Relevant,Service Provider / Business,Medium,Billing / refunds,Medium,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Primary: Provider quality / no-show,"Meaningful service, financial, trust, support, or account failure",Electrician left poor work requiring rectification; refund/complaint handling repeatedly asked same questions.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69b2ac401ab01be9508fb626,Yell,1,2026-03-12 14:06:24+00:00,"Spent thousands and got nothing in return. No support, no enquiries. The only contact is daily calls and texts chasing payment. Avoid if you value your money.
I might start leaving a review every time I'm contacted by them and they can see what it's like to be harassed continuously to the detriment of your business ",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Poor ROI / expensive leads,Customer support,Poor ROI / expensive leads | Customer support,High,Primary: Poor ROI / expensive leads; Secondary: Customer support,Explicit substantial financial loss,Business spent thousands with no enquiries/support and reports daily payment-chasing calls/texts.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
68e8c6dda958819f662d9d57,Checkatrade,3,2025-10-10 10:42:05+00:00,"Neutral. One company did not follow through to quote, only one other did quote - for nearly ten times the price that I eventually got the job done via another online source of handymen. Maybe the nature of the job needing done affects how useful this site is.",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Low,Primary: Finding a provider / low response,Minor inconvenience or friction without clear material harm,One provider failed to quote and another quoted nearly ten times the eventual outside-platform price.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69e5caa71575fbd8e2e11eab,Checkatrade,3,2026-04-20 08:41:43+00:00,It's a good idea but much harder than finding tradesmen in other ways. It is not easy to see whether needs are fulfilled until a while after the job but the correspondence on email is constant and intrusive.,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Platform usability / technical issues,,Platform usability / technical issues,Low,Primary: Platform usability / technical issues,Minor inconvenience or friction without clear material harm,Customer finds process harder than alternatives and email correspondence constant/intrusive.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a29d8a2748b5594b3c2470d,Checkatrade,1,2026-06-10 23:35:30+00:00,"Dare’s Cleaning Services Limited subscribed to Checkatrade based on the representations made regarding the enquiries provided to tradespeople through the platform.

During the subscription period, Dare’s Cleaning Services Limited raised concerns regarding a number of enquiries received through the service. These concerns related to overlapping contact details and enquiries which, in the view of Dare’s Cleaning Services Limited, warranted further investigation.

In correspondence, Checkatrade explained that some situations could arise through homeowner error and indicated that duplicate submissions could not always be completely prevented. However, Checkatrade’s later court Defence stated that its investigation had identified no duplicate, non-genuine or spam leads. Dare’s Cleaning Services Limited considered this difficult to reconcile with the earlier correspondence, and it formed part of the concerns raised throughout the dispute.

Dare’s Cleaning Services Limited subsequently requested cancellation of the subscription. Dare’s Cleaning Services Limited understood from Checkatrade’s correspondence that cancellation was to be dealt with by telephone. Dare’s Cleaning Services Limited requested that communications be conducted in writing by email so that a clear and verifiable record could be maintained.

When the matter was not resolved, Dare’s Cleaning Services Limited issued a Letter Before Action and subsequently commenced County Court proceedings.

Following the commencement of proceedings, Checkatrade issued a credit memo. The matter later proceeded to a Dispute Resolution Hearing before the County Court.

At the hearing, Checkatrade confirmed to the court that the agreement/subscription had been cancelled, that no further payments were due from Dare’s Cleaning Services Limited, and that any sums allegedly due had been written off. The court order records Checkatrade’s confirmation that the agreement/subscription had been cancelled, that no further payments were due from Dare’s Cleaning Services Limited, and that any sums allegedly due had been written off. The claim was dismissed and no order as to costs was made.

The purpose of the proceedings was not primarily to recover money, but to obtain certainty that the subscription had been brought to an end and that no future debt recovery action would be pursued.

Based on this experience, tradespeople should carefully review contractual terms, maintain detailed written records, and obtain important information and confirmations in writing wherever possible. Where agreements are discussed by telephone, it may be prudent to request written confirmation of the key terms before accepting or proceeding with any agreement.

This review reflects the experience of Dare’s Cleaning Services Limited and the outcome recorded in the County Court order.",Relevant,Service Provider / Business,High,Privacy / unwanted contact,Medium,Relevant,Service Provider / Business,Fake / invalid leads,Billing / refunds,Fake / invalid leads | Billing / refunds,Medium,Primary: Fake / invalid leads; Secondary: Billing / refunds,"Meaningful service, financial, trust, support, or account failure","Business disputed duplicate/non-genuine leads and cancellation, ultimately taking matter to County Court before account/charges were cancelled.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a437e481c56d2ce91c0a178,Checkatrade,1,2026-06-30 10:28:56+00:00,"Thank you for your reply to my previous review.

I appreciate your response, but simply asking me to call your support team does not address the issues I have raised.

Around two months ago, Checkatrade charged me approximately double for a product that I had never requested. Following my complaint, I received an apology acknowledging that this charge should not have been applied.

In my view, this fundamentally changed the agreement between us. I had agreed to pay for one service, not for additional products or charges that I had never authorised. As a result, I lost confidence in the billing process and cancelled the Direct Debit until the matter could be resolved.

At that point, I specifically requested a call with a manager so that I could make the following month's payment once the billing error had been corrected. That call never happened.

Instead, my account was blocked.

My account has now been blocked for approximately one month. During that time I have received no leads and my business has had no visibility on the platform. Despite providing no active service during that period, Checkatrade is now demanding payment for two full months, including a month in which my account remained blocked.

Had my request been escalated to a manager when I first asked, this entire situation could have been resolved within a single day.

Instead, I made around fifteen calls asking for the matter to be escalated. Every person I spoke to told me they were not a manager and were unable or unwilling to escalate my concerns. Eventually I received an email stating that my complaint had reached the highest level available, despite none of my questions having been answered and no resolution having been provided.

Throughout this process I have continued to receive payment demands rather than clear written answers.

I have also seen Checkatrade state that a previous call could not proceed because I failed the security verification. That is not an accurate representation of what happened.

The call in question was initiated by me and was not about outstanding payments. I contacted Checkatrade to complain about the inconsistency of the lead system, after receiving around 150 leads one week and only three the following week. It was a completely different issue. Referring to that conversation as if it related to this payment dispute is misleading and does not address the concerns I have repeatedly raised.

This experience has left me with the impression that the system places significant pressure on small businesses to pay first and resolve disputes later. That has been my experience.

My account remains blocked, I have received no leads, yet I am still being asked to pay for a service that, from my perspective, has not been delivered.

This is exactly why I believe Trustpilot should distinguish between reviews of tradespeople and reviews of Checkatrade as a business. The platform should be judged not only on the quality of the independent trades listed on it, but also on its billing practices, transparency, dispute resolution and the way it treats the businesses that pay to use it.",Relevant,Service Provider / Business,High,Billing / refunds | Account / cancellation | Misleading claims / transparency,Medium,Relevant,Service Provider / Business,Billing / refunds,Sales pressure / contract terms,Billing / refunds | Sales pressure / contract terms,Medium,Primary: Billing / refunds; Secondary: Sales pressure / contract terms,"Meaningful service, financial, trust, support, or account failure","Unauthorized product charge led to blocked account, no leads, continued payment demands and failed escalation across many calls.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69c831c07a98bcde1162b482,Yelp,1,2026-03-28 21:53:36+00:00,"Started using yelp for the business signed up for something after receiving a promotion.And then, when the promotion was over, they charged his fourteen hundred dollars within a week, unbounced to us... when you sign up for the program, you sign up for everything.All at once, and then they just take you and then you try and fight it.And they say they rendered services which they never did.. complete fraudsters trash. ",Review,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Billing / refunds,,Billing / refunds,Medium,Primary: Billing / refunds,"Meaningful service, financial, trust, support, or account failure","Business says promotional signup led to unexpected $1,400 charge and services were not delivered.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
68c56ad14a80a4e2bae7b88f,Bark,2,2025-09-13 15:00:01+00:00,Well I by mistake hit mobile. I cant leave house so I was trying to change my requested. I got kicked out and told call bark.  I then just goggle and got someone to come my home. ,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Platform usability / technical issues,,Platform usability / technical issues,Low,Primary: Platform usability / technical issues,Minor inconvenience or friction without clear material harm,"Customer accidentally selected mobile service, could not amend request and was kicked out.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6929a0631ef317725b7bd908,Yell,1,2025-11-28 15:15:15+00:00,being charged for another whole month that doesn't start until 8th Dec when I have cancelled on 28th Nov is wrong. You can easily pro rata this. I would never return to this company and certainly never recommend. Just wish I had taken notice of the reviews before I signed up!!,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Account access / cancellation,Billing / refunds,Account access / cancellation | Billing / refunds,Medium,Primary: Account access / cancellation; Secondary: Billing / refunds,"Meaningful service, financial, trust, support, or account failure",Business says Yell charged another full month after cancellation instead of prorating.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
68b865b9646ea41939e3d167,Checkatrade,3,2025-09-03 17:58:49+00:00,"We had a very mixed response when we used Checkatrade

One: We were looking for someone to paint the outside of the house. This went very well.  We got several prices, chose one and everything worked out really well. Accordingly, we left feedback on the site to convey how happy we were. 

Two: We decided to repeat the experience and looked for someone to fix a leak in the roof. This experience was appalling. Each roofer diagnosed the problem differently and the prices ranged from £350 to almost £4,000. 

The most expensive roofer offered to pop in and carry out the job (for £4,000) that afternoon. 

I didn’t dare leave feedback on the site. ",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Primary: Provider quality / no-show,"Meaningful service, financial, trust, support, or account failure","Roofing providers gave conflicting diagnoses and prices from £350 to nearly £4,000.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
66884e540944d9050a63f4f2,Yell,2,2024-07-05 21:49:40+00:00,Only been a week,Relevant,Unknown,Low,Other / Manual Review,Low,Exclude,Not applicable,Not applicable,,Not applicable,Not applicable,Primary: Not applicable,Excluded/off-topic review,“Only been a week” contains no stated complaint or marketplace weakness.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69984b66dccfab399430da44,Yell,1,2026-02-20 13:54:14+00:00,Hi I signed up for yells complete package including a professional website and listings all over the place .I got a terrible amateur website and listings in the wrong area and now they are demanding £2000 for appalling work which I have refused to pay and are preparing to defend myself in court .avoid like Covid ,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Platform usability / technical issues,,Platform usability / technical issues,Low,Primary: Platform usability / technical issues,Minor inconvenience or friction without clear material harm,"Business received amateur website and listings in wrong area, then faced £2,000 demand/court dispute.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
68c95c657592f364c104f54f,Bark,3,2025-09-16 14:47:33+00:00,J’essaye de joindre Bark sans succès. Je ne suis pas encore affiliée à leur plateforme et hésite. ,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Customer support,,Customer support,Medium,Primary: Customer support,"Meaningful service, financial, trust, support, or account failure",Prospective professional cannot reach Bark and is hesitant to join.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a7f3dbaeac2dd882a8454c5,Checkatrade,1,2026-08-14 18:09:30+00:00,"Terrible. Want advert money. No reviews.
Do not use them!",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Primary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure",Brief business complaint says platform wants advertising money but lacks reviews/value.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69a5b065a1700bb907edf0eb,Yelp,1,2026-03-02 17:44:37+00:00,"LONG PHONE WAIT TIMES, NO OPTION FOR CALLBACK, NO ESTIMATE TIME, GIVES FREE CREDIT BUT STILL CHARGES YOUR CARD, UTTER BS, THEY SUCK.

PAY 2 PLAY",Review,Service Provider / Business,Medium,Other / Manual Review,Low,Relevant,Service Provider / Business,Customer support,,Customer support,Medium,Primary: Customer support,"Meaningful service, financial, trust, support, or account failure",Yelp advertiser reports long support waits and card charges despite promised/free credit.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69b3ffe3e587a1ff8cf30cc3,Yell,1,2026-03-13 14:15:31+00:00,"We were over sold a product by Yell which costs over £3000 per month with VAT. The product is really good but too much for a small business.
As a tiny business we have found that this is unsustainable.
We called billing and our account manager to try and get this package down graded to an affordable one but they were completely inflexible.
As a result of this we have no option but to close our business down .",Relevant,Service Provider / Business,High,Other / Manual Review,Low,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Primary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure","Small business says £3,000+/month package is unsustainable and Yell refused downgrade, contributing to closure.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a1fb1bb4c96409be5999d7b,Yelp,1,2026-06-03 06:46:51+00:00,"As a small business owner, I find Yelp's review system extremely frustrating and unfair. When false or misleading reviews are posted, businesses are often left with little to no meaningful opportunity to present their side of the story. It feels like Yelp is quick to publish accusations but slow to investigate whether the claims are actually accurate.
In my experience, even when there is evidence that a reviewer never entered the business, visited outside of operating hours, or provided misleading information, Yelp still allows the review to remain visible. This creates a one-sided narrative that can damage the reputation of hardworking business owners who have spent years building trust in their communities.
A review platform should be focused on fairness, transparency, and factual information. Instead, it often feels as though businesses are presumed guilty while reviewers are automatically believed. Small businesses deserve a fair process to challenge false claims and provide evidence when reviews are inaccurate.
Yelp has the power to influence public perception, and with that power comes the responsibility to ensure reviews are truthful and balanced. Unfortunately, that has not been my experience.",Relevant,Service Provider / Business,High,Misleading claims / transparency,Medium,Relevant,Service Provider / Business,Review trust / moderation,Misleading claims / transparency,Review trust / moderation | Misleading claims / transparency,Medium,Primary: Review trust / moderation; Secondary: Misleading claims / transparency,"Meaningful service, financial, trust, support, or account failure",Business owner says false/misleading reviews remain despite evidence and there is no fair challenge process.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
672729d5f6ddcd126cfc2249,Yelp,2,2024-11-03 09:44:21+00:00,"I tried using Yelp for advertising, but I received fake requests from outside my area. When I canceled, they insisted I still pay for a useless service",Relevant,Service Provider / Business,High,Poor matching / location,Medium,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Primary: Fake / invalid leads,"Meaningful service, financial, trust, support, or account failure",Advertiser reports fake/out-of-area requests and continued payment demand after cancellation.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
685b453b23a00c912aa56413,Yelp,3,2025-06-25 02:39:23+00:00,"Absolutely quick response but honestly they sussed out my address and tried to charge me twice what was reasonable.  They did back down when I thought the five minutes they spend at my house was worth the 3oo$ plus for the job.  I will NOT use them again.  To be fair, they were delightful people .  ",Review,Unknown,Low,Other / Manual Review,Low,Exclude,Not applicable,Not applicable,,Not applicable,Not applicable,Primary: Not applicable,Excluded/off-topic review,Review describes a service provider's pricing at the home without any Yelp platform issue.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a2861c5eeece069dfcb1264,Yelp,1,2026-06-09 20:56:05+00:00,"If you’re thinking of trusting Yelp, don’t.

This platform is turned into a pay‑to‑sanitize machine where businesses can BUY THEIR WAY OUT of accountability, and Yelp will bend over backwards to make sure negative reviews disappear.

My review was removed with some generic “conflict of interest” excuse — the same copy‑paste bullshit they use whenever a business waves a check in their face. Meanwhile, the actual conflict of interest is Yelp taking money from the same companies they’re supposed to keep honest.

Yelp isn’t protecting consumers BUT  protecting its paying clients.

They’ll find any excuse from “relationship with the business”, to “unclear experience”, to  “violates guidelines”, all sort of possible BS which ""fits the script"". 

However when you look all over online, you’ll see the same pattern:
zero‑star reviews vanish, legitimate complaints get buried, and businesses with crap reputations magically sit at 4.5 stars.

And good luck talking to a human.
There is no support, no accountability, no transparency. Just automated messages, dead ends, and a wall of silence while they quietly clean up the reputation of whoever pays them.

Yelp has become exactly what it claims to fight: a platform where money decides the truth.

If you’re anyone with a real experience to share, prepare to be ignored, filtered, or deleted.

Yelp is not a review platform anymore  but a a conflict‑of‑interest factory.",Relevant,Customer,High,Misleading claims / transparency,Medium,Relevant,Customer,Review trust / moderation,Customer support,Review trust / moderation | Customer support,Medium,Primary: Review trust / moderation; Secondary: Customer support,"Meaningful service, financial, trust, support, or account failure",Reviewer alleges paid businesses can suppress legitimate negative reviews and Yelp offers no meaningful human support.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a57be453cb6466cc2c7d496,Checkatrade,1,2026-07-15 19:07:17+00:00,Kept mucking me around on dates. Initially i was amenable but then having waited a further two weeks he then wanted to change the date again so I gave up.  ,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Primary: Provider quality / no-show,"Meaningful service, financial, trust, support, or account failure",Tradesperson repeatedly changed agreed dates until customer gave up.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a737de887f6140c574a7799,Bark,1,2026-08-05 20:16:08+00:00,"As a professional (Personal trainers / online coaches) just avoid. Waste of time and money. Use the money on sponsored ads or build your socials.

Bark is designed to take professionals money and not land customers/clients. There needs to be a better system to draw out genuine interest and those who aren’t certain they want a service.

Luckily my bank allows me to request my month back if I wasn’t satisfied with the service


",Relevant,Service Provider / Business,High,Poor ROI / expensive leads,Medium,Relevant,Service Provider / Business,Poor lead quality,Poor ROI / expensive leads,Poor lead quality | Poor ROI / expensive leads,Medium,Primary: Poor lead quality; Secondary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure",Professional says Bark takes money without reliably landing clients and needs stronger genuine-interest filtering.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69f11985f6fde478b3ef6b01,Yelp,1,2026-04-28 22:33:09+00:00,Yelp only posts negative reviews and hides the positive ones. They don't give the person who is reviewed the chance to respond and it hurts businesses. They pop up a year later. They asked us to pay to do business with them once and we refused. I would never do business with a sketchy company that only post negative reviews almost to bully people into using them. Not honest at all!!!,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Review trust / moderation,,Review trust / moderation,Medium,Primary: Review trust / moderation,"Meaningful service, financial, trust, support, or account failure",Business alleges positive reviews are hidden and advertising pressure influences review visibility.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
